FixStart	FixEnd	FixDur	XPos	YPos	FlankedByDataLoss	Fraction Interpolated	WeightCutoff	RMSxy	BCEA	FixRangeX	FixRangeY	Participant	Trial
4905.803	5449.108	546.656	1469.536	873.839	0.000	0.006	0.999	0.983	4.105	4.880	4.008	Infant100	data
5485.728	5715.729	233.362	1073.273	479.423	0.000	0.000	0.999	0.815	1.259	1.714	3.053	Infant100	data
5742.384	6035.657	296.622	928.059	477.420	0.000	0.000	0.999	0.946	1.598	2.627	2.492	Infant100	data
6045.650	6572.263	529.971	882.627	476.751	0.000	0.006	0.999	1.096	2.479	4.170	2.979	Infant100	data
6595.573	6905.532	313.303	728.534	508.934	0.000	0.000	0.999	1.235	2.676	4.106	3.917	Infant100	data
6925.561	7462.140	539.857	693.214	497.198	0.000	0.000	0.999	0.907	1.414	2.327	3.187	Infant100	data
7505.482	8161.989	659.862	1366.105	765.569	0.000	0.111	0.999	2.043	7.541	13.064	8.411	Infant100	data
8185.275	9591.653	1409.726	1441.559	847.085	0.000	0.116	0.999	1.210	3.248	4.030	5.944	Infant100	data
9634.978	10531.474	899.840	972.489	461.103	0.000	0.033	0.999	0.919	1.541	3.308	4.113	Infant100	data
10558.209	10754.832	199.884	893.527	456.168	0.000	0.033	0.999	0.868	1.078	2.190	1.845	Infant100	data
10784.847	10948.113	166.625	785.855	438.948	0.000	0.000	0.999	0.759	1.029	1.819	2.713	Infant100	data
10971.399	11418.008	449.944	865.706	389.189	0.000	0.015	0.999	0.744	1.126	1.971	2.979	Infant100	data
11458.043	12904.469	1449.785	1430.191	838.791	1.000	0.085	0.999	1.100	3.013	4.759	5.233	Infant100	data
12944.446	13627.636	686.536	1445.476	849.622	1.000	0.112	0.999	1.223	3.345	3.803	6.662	Infant100	data
13674.315	14654.159	983.198	970.192	460.326	0.000	0.020	0.999	0.992	2.089	4.128	4.098	Infant100	data
14677.536	14814.153	139.973	873.634	450.208	0.000	0.000	0.999	0.598	0.671	1.684	1.392	Infant100	data
14830.840	15500.693	673.219	907.669	399.980	1.000	0.025	0.999	0.714	1.125	3.032	2.841	Infant100	data
15580.773	15790.714	213.224	1533.280	918.284	0.000	0.000	0.999	0.789	1.391	1.862	3.848	Infant100	data
15814.018	17727.080	1916.420	1453.832	862.000	0.000	0.003	0.999	1.068	3.112	3.358	6.712	Infant100	data
17770.419	18620.333	853.184	972.533	480.812	0.000	0.000	0.999	0.907	1.759	3.223	3.306	Infant100	data
18646.994	18963.562	319.921	1003.326	430.094	1.000	0.021	0.999	1.045	2.173	2.807	3.401	Infant100	data
18993.570	19196.839	206.612	1422.065	956.162	0.000	0.000	0.999	0.914	1.901	2.656	4.126	Infant100	data
19220.206	21669.844	2452.890	1435.237	853.799	0.000	0.005	0.999	1.198	3.313	6.038	6.845	Infant100	data
21713.178	22579.664	869.842	994.001	448.118	0.000	0.000	0.999	0.857	1.276	2.222	3.522	Infant100	data
22623.001	25432.576	2812.948	1444.785	844.065	0.000	0.014	0.999	1.050	3.137	7.023	7.259	Infant100	data
25472.593	25805.925	336.622	1047.262	468.032	0.000	0.020	0.999	1.103	2.747	2.817	4.557	Infant100	data
25832.590	26692.502	863.183	931.360	478.999	0.000	0.027	0.999	1.161	2.914	3.773	4.233	Infant100	data
26729.110	28688.911	1963.166	1449.344	830.089	1.000	0.042	0.999	1.084	2.905	6.050	5.229	Infant100	data
28708.870	29048.825	343.304	1449.760	875.464	0.000	0.049	0.999	1.468	4.420	5.031	5.800	Infant100	data
29085.544	29295.505	213.205	1062.672	474.798	1.000	0.219	0.999	1.323	3.065	3.178	2.795	Infant100	data
29322.152	29622.065	303.238	910.615	462.295	1.000	0.132	0.999	0.929	1.613	3.193	2.366	Infant100	data
29732.109	30611.927	883.175	911.732	460.781	1.000	0.004	0.999	0.863	1.573	2.840	3.506	Infant100	data
30645.291	31171.829	529.888	562.968	509.915	0.000	0.000	0.999	0.596	0.814	2.023	1.755	Infant100	data
31225.140	31478.434	256.643	1270.847	858.572	0.000	0.208	0.999	1.540	4.701	2.064	6.693	Infant100	data
31505.182	33054.869	1553.020	1455.682	849.720	0.000	0.024	0.999	1.046	2.455	2.985	5.839	Infant100	data
33098.182	33328.195	233.370	1023.191	458.575	0.000	0.000	0.999	0.836	1.374	2.031	2.575	Infant100	data
33351.506	33678.132	329.980	922.401	464.384	0.000	0.020	0.999	1.062	1.944	2.577	3.642	Infant100	data
33694.814	34571.399	879.842	888.571	428.813	0.000	0.023	0.999	0.995	2.667	3.043	3.809	Infant100	data
34587.970	34897.933	313.327	996.078	398.966	0.000	0.043	0.999	0.972	1.840	2.824	3.368	Infant100	data
34934.662	35177.995	246.600	1404.115	864.701	0.000	0.027	0.999	0.836	1.944	1.998	3.872	Infant100	data
35194.582	37397.672	2206.450	1453.990	847.591	0.000	0.018	0.999	1.212	3.143	3.097	8.715	Infant100	data
37444.269	37654.242	213.328	1101.763	484.649	0.000	0.047	0.999	0.991	2.140	2.760	3.691	Infant100	data
37677.623	38180.866	506.598	960.339	450.931	0.000	0.007	0.999	0.883	1.545	2.934	3.722	Infant100	data
46076.353	46272.978	199.992	842.196	852.379	1.000	0.050	0.999	1.997	6.120	2.503	7.322	Infant100	data
46302.996	46712.951	413.314	946.040	554.440	0.000	0.000	0.999	0.742	1.333	2.393	3.702	Infant100	data
46756.274	46942.953	189.942	1444.219	938.464	0.000	0.000	0.999	0.805	1.658	2.138	2.645	Infant100	data
46959.523	47339.487	383.304	1491.556	904.056	0.000	0.000	0.999	0.915	1.262	1.777	3.679	Infant100	data
47389.530	47852.786	466.614	1048.769	498.322	1.000	0.100	0.999	0.862	1.699	3.014	3.737	Infant100	data
47892.758	48222.760	333.252	1518.001	874.598	0.000	0.000	0.999	0.819	1.013	1.461	3.822	Infant100	data
48232.716	48435.973	206.609	1496.983	896.461	0.000	0.000	0.999	0.871	1.022	1.281	3.446	Infant100	data
48489.375	49379.177	893.152	1026.178	483.294	0.000	0.011	0.999	0.719	1.257	2.352	3.938	Infant100	data
49415.896	49622.503	209.961	1437.682	829.410	0.000	0.000	0.999	0.638	1.185	2.021	3.029	Infant100	data
49645.783	50109.069	466.633	1515.820	922.567	0.000	0.000	0.999	0.616	0.531	1.394	2.845	Infant100	data
50135.808	50345.768	213.327	1424.158	782.028	0.000	0.000	0.999	0.583	0.874	1.026	2.615	Infant100	data
50362.369	50479.013	120.005	1461.320	841.463	0.000	0.000	0.999	0.674	0.710	0.872	2.618	Infant100	data
50532.344	50745.665	216.649	677.649	371.831	0.000	0.000	0.999	0.482	0.493	1.345	1.463	Infant100	data
50779.014	51282.253	506.599	401.102	227.683	0.000	0.000	0.999	0.340	0.372	1.319	1.124	Infant100	data
51298.937	52202.155	906.494	367.417	249.862	0.000	0.000	0.999	0.425	0.496	1.546	2.415	Infant100	data
52238.772	52628.757	393.257	839.513	442.456	0.000	0.008	0.999	0.938	1.708	2.950	3.552	Infant100	data
52652.051	53171.965	523.274	910.219	473.790	0.000	0.000	0.999	0.793	1.214	2.054	3.748	Infant100	data
53211.941	53651.915	443.327	1453.808	876.109	0.000	0.008	0.999	1.039	2.210	2.532	4.789	Infant100	data
53668.593	54291.874	626.526	1473.299	899.645	0.000	0.000	0.999	0.912	1.905	4.391	3.611	Infant100	data
54365.104	54621.765	260.024	501.052	414.449	0.000	0.000	0.999	0.437	0.909	2.226	1.530	Infant100	data
54648.422	55081.658	436.601	395.911	256.360	0.000	0.000	0.999	0.526	0.554	1.425	2.405	Infant100	data
55101.700	56064.864	966.502	363.522	244.960	0.000	0.000	0.999	0.319	0.241	1.083	1.121	Infant100	data
56104.930	56688.135	586.549	872.282	461.331	0.000	0.000	0.999	0.869	2.065	2.588	4.059	Infant100	data
56728.092	57841.301	1116.563	1460.900	899.239	0.000	0.003	0.999	1.079	2.112	2.943	5.138	Infant100	data
57897.962	60114.349	2219.633	1445.169	239.806	0.000	0.000	0.999	0.597	0.822	2.234	3.431	Infant100	data
60154.329	60447.601	296.633	972.165	403.916	0.000	0.000	0.999	0.915	1.405	1.771	3.850	Infant100	data
60470.910	61434.137	966.577	908.227	484.859	0.000	0.000	0.999	0.817	1.454	2.917	3.731	Infant100	data
61470.855	61710.727	243.227	384.209	831.425	0.000	0.014	0.999	0.686	0.747	1.319	3.517	Infant100	data
61734.125	62047.351	316.569	379.929	911.450	0.000	0.000	0.999	0.554	0.488	0.922	3.345	Infant100	data
62097.389	62337.357	243.212	362.131	163.815	0.000	0.000	0.999	0.333	0.422	1.214	1.198	Infant100	data
62360.663	62953.913	596.613	377.583	264.509	0.000	0.000	0.999	0.629	0.717	2.045	2.576	Infant100	data
62970.600	64053.766	1086.440	355.033	230.114	0.000	0.000	0.999	0.381	0.458	1.273	2.321	Infant100	data
64093.754	64650.310	559.898	888.720	453.589	0.000	0.000	0.999	0.794	2.065	2.890	3.853	Infant100	data
64690.300	65053.635	366.606	1467.454	890.631	0.000	0.027	0.999	0.967	2.469	2.681	4.973	Infant100	data
65076.937	65256.891	183.312	1365.755	771.667	0.000	0.127	0.999	1.722	5.179	3.131	6.137	Infant100	data
65280.174	65676.831	400.001	1438.968	842.687	0.000	0.042	0.999	1.407	4.138	3.545	6.721	Infant100	data
65730.225	65983.518	256.552	985.549	452.556	0.000	0.000	0.999	0.782	1.127	1.639	3.147	Infant100	data
66023.500	66240.066	219.934	452.272	301.721	0.000	0.000	0.999	0.384	0.359	0.967	0.992	Infant100	data
66263.467	66500.091	239.897	386.734	241.696	0.000	0.000	0.999	0.381	0.363	1.402	0.792	Infant100	data
66523.381	67133.335	613.317	380.720	237.133	0.000	0.033	0.999	0.347	0.372	1.586	1.011	Infant100	data
67139.946	68059.857	923.273	346.571	245.345	0.000	0.000	0.999	0.328	0.293	1.266	1.126	Infant100	data
68099.843	68709.793	613.196	924.094	441.523	0.000	0.000	0.999	0.894	2.145	2.774	3.617	Infant100	data
68759.737	69819.616	1063.239	1479.539	878.675	1.000	0.009	0.999	1.168	2.766	4.906	5.440	Infant100	data
69836.285	72039.270	2206.340	1466.745	854.639	0.000	0.041	0.999	1.102	2.846	4.734	7.214	Infant100	data
72095.928	72382.595	289.943	996.379	451.850	0.000	0.080	0.999	0.877	1.984	2.850	3.194	Infant100	data
72402.529	72799.156	399.990	934.793	472.701	0.000	0.042	0.999	0.894	1.738	2.894	3.047	Infant100	data
72839.137	73032.437	196.639	464.811	286.334	0.000	0.017	0.999	0.386	0.409	1.072	1.120	Infant100	data
73059.068	76108.699	3052.908	372.171	257.568	0.000	0.000	0.999	0.351	0.728	2.128	1.631	Infant100	data
76138.713	76401.977	266.620	853.998	429.280	0.000	0.175	0.999	1.167	5.064	4.603	5.665	Infant100	data
76415.301	76595.254	183.310	854.918	461.099	0.000	0.000	0.999	0.929	1.390	2.244	2.655	Infant100	data
76611.938	77065.226	456.649	914.326	469.308	1.000	0.000	0.999	1.030	1.912	2.827	4.659	Infant100	data
77078.553	77415.154	339.964	943.097	441.769	0.000	0.363	0.999	1.506	3.647	3.698	2.890	Infant100	data
77455.138	77648.406	196.625	481.699	270.350	0.000	0.000	0.999	0.357	0.391	1.068	1.109	Infant100	data
77671.817	77931.738	263.263	396.123	278.222	0.000	0.000	0.999	0.373	0.404	1.471	0.881	Infant100	data
77965.078	78341.678	379.957	460.713	840.437	0.000	0.000	0.999	0.605	0.557	1.078	3.664	Infant100	data
78368.329	79734.810	1369.838	389.893	877.964	0.000	0.000	0.999	0.407	0.521	1.803	3.748	Infant100	data
79824.834	80011.417	189.926	1345.737	424.797	0.000	0.000	0.999	0.620	1.066	1.774	2.418	Infant100	data
80041.405	80311.392	273.343	1415.799	298.503	0.000	0.000	0.999	0.765	0.893	1.674	3.388	Infant100	data
80351.369	80554.722	206.628	989.563	453.476	0.000	0.000	0.999	0.604	0.846	1.722	3.400	Infant100	data
80574.664	81377.897	806.578	946.731	468.698	0.000	0.004	0.999	0.817	1.322	3.509	3.582	Infant100	data
81417.864	81674.514	260.006	409.779	860.618	0.000	0.000	0.999	0.890	1.266	1.795	3.610	Infant100	data
81694.562	81867.815	176.586	397.043	902.412	0.000	0.000	0.999	0.822	0.979	1.176	3.331	Infant100	data
81907.879	82091.188	186.576	418.726	408.293	0.000	0.000	0.999	0.500	0.569	1.528	1.855	Infant100	data
82114.480	82341.123	229.919	388.805	305.440	0.000	0.000	0.999	0.412	0.354	1.098	0.964	Infant100	data
82367.776	83734.253	1369.746	378.923	252.617	0.000	0.010	0.999	0.364	0.514	2.157	1.197	Infant100	data
83847.578	84190.801	346.576	1686.265	737.897	0.000	0.000	0.999	0.668	0.865	1.263	3.396	Infant100	data
84214.199	84410.833	199.879	1407.253	861.751	0.000	0.217	0.999	1.140	4.795	3.688	5.480	Infant100	data
84460.777	84754.062	296.633	961.094	418.414	0.000	0.011	0.999	0.787	1.137	2.035	1.862	Infant100	data
84767.386	85197.376	433.262	917.533	437.259	0.000	0.008	0.999	1.074	1.926	3.347	3.740	Infant100	data
85243.974	85457.276	216.662	311.975	857.518	0.000	0.000	0.999	0.905	1.115	1.466	4.227	Infant100	data
85480.678	85963.872	486.550	367.447	884.055	0.000	0.000	0.999	0.851	0.903	1.503	3.753	Infant100	data
86003.842	86250.530	250.055	376.351	325.571	0.000	0.000	0.999	0.425	0.351	1.800	0.924	Infant100	data
86273.821	88123.589	1853.143	361.185	244.987	0.000	0.000	0.999	0.390	0.528	1.862	2.770	Infant100	data
88163.578	89193.436	1033.135	873.684	478.029	0.000	0.003	0.999	0.873	2.155	3.447	4.246	Infant100	data
89230.070	89919.973	693.261	378.795	900.861	0.000	0.000	0.999	0.911	1.041	1.680	3.661	Infant100	data
89996.676	90193.304	199.909	1462.363	960.695	0.000	0.000	0.999	0.870	1.447	2.116	3.398	Infant100	data
90216.607	91243.117	1029.873	1465.865	830.644	1.000	0.084	0.999	1.336	3.372	4.768	6.042	Infant100	data
91259.801	92212.972	956.525	1457.061	877.616	0.000	0.108	0.999	0.994	2.571	4.556	4.429	Infant100	data
92259.665	93389.452	1133.115	966.928	432.709	1.000	0.121	0.999	0.891	1.806	3.639	2.858	Infant100	data
93426.138	93609.459	186.684	466.165	802.988	0.000	0.000	0.999	0.773	1.049	1.576	3.905	Infant100	data
93632.752	94049.337	419.937	385.831	890.616	0.000	0.000	0.999	0.755	1.137	2.065	3.850	Infant100	data
94112.696	94432.634	323.272	1063.235	253.170	0.000	0.010	0.999	0.665	1.193	1.748	3.064	Infant100	data
94472.618	94729.254	259.994	1465.601	256.596	0.000	0.026	0.999	0.725	1.087	1.742	2.529	Infant100	data
94755.915	95029.249	276.689	1462.765	262.890	1.000	0.217	0.999	0.965	2.211	5.591	2.523	Infant100	data
95065.883	95335.845	273.321	1461.726	228.843	1.000	0.232	0.999	0.630	1.484	2.126	3.130	Infant100	data
95349.170	96129.111	783.181	1450.543	259.752	1.000	0.209	0.999	0.896	1.990	4.258	2.931	Infant100	data
96159.109	96349.034	193.288	953.979	419.552	1.000	0.379	0.999	1.102	5.865	3.773	3.687	Infant100	data
96369.080	97352.260	986.453	964.220	443.080	1.000	0.155	0.999	1.072	2.582	3.997	3.606	Infant100	data
97398.863	97598.829	203.335	274.489	790.518	0.000	0.000	0.999	0.865	1.971	2.655	3.669	Infant100	data
97625.496	97818.876	196.637	380.008	897.221	0.000	0.000	0.999	0.915	0.730	0.877	3.383	Infant100	data
97865.478	98012.155	150.033	410.825	415.385	0.000	0.000	0.999	0.401	0.379	1.129	1.231	Infant100	data
98032.084	98308.789	279.950	378.331	313.822	0.000	0.012	0.999	0.387	0.318	1.448	0.758	Infant100	data
98332.079	100141.803	1813.067	368.835	244.849	0.000	0.000	0.999	0.333	0.547	1.459	1.757	Infant100	data
100181.863	101268.359	1089.857	908.166	478.681	0.000	0.000	0.999	0.807	1.589	2.904	4.063	Infant100	data
101308.334	101508.331	203.242	369.772	790.956	0.000	0.000	0.999	0.724	0.699	1.109	1.858	Infant100	data
101531.622	101781.574	253.314	389.493	898.146	0.000	0.000	0.999	0.647	0.680	1.448	2.606	Infant100	data
101824.892	101958.261	136.645	349.447	388.458	0.000	0.000	0.999	0.314	0.241	0.793	0.951	Infant100	data
101981.556	102878.073	899.870	359.910	259.562	0.000	0.022	0.999	0.344	0.372	1.100	1.519	Infant100	data
102924.754	103091.380	169.990	372.009	255.595	0.000	0.000	0.999	0.357	0.195	0.802	0.834	Infant100	data
103138.063	104004.583	869.863	352.810	255.417	0.000	0.008	0.999	0.338	0.428	1.323	1.189	Infant100	data
104167.942	104407.918	243.222	1132.812	433.026	1.000	0.041	0.999	0.824	2.215	2.871	2.688	Infant100	data
104434.566	104664.490	233.256	1016.848	424.173	1.000	0.143	0.999	1.021	1.802	3.764	1.981	Infant100	data
104681.146	105194.456	516.590	938.157	441.912	0.000	0.303	0.999	0.978	2.185	3.735	2.715	Infant100	data
105241.040	105464.327	226.641	467.064	524.305	0.000	0.000	0.999	0.860	2.122	4.151	3.384	Infant100	data
105497.691	105724.342	230.012	357.123	287.405	0.000	0.000	0.999	0.346	0.327	0.988	1.270	Infant100	data
105741.027	105947.633	209.960	345.136	248.654	0.000	0.000	0.999	0.379	0.289	0.911	0.956	Infant100	data
105987.625	106280.872	296.611	834.475	403.055	0.000	0.000	0.999	0.879	1.500	2.023	4.102	Infant100	data
106317.609	108160.670	1846.417	373.882	880.527	0.000	0.000	0.999	0.583	0.851	1.737	3.769	Infant100	data
108347.253	109097.159	753.260	883.101	411.537	0.000	0.000	0.999	0.649	0.878	2.712	2.708	Infant100	data
109107.229	110143.710	1039.827	908.304	436.253	0.000	0.010	0.999	0.793	1.493	2.349	3.451	Infant100	data
110153.677	110283.682	133.367	927.688	394.776	0.000	0.025	0.999	0.617	0.769	1.703	1.433	Infant100	data
110306.968	110933.610	629.909	916.538	360.211	0.000	0.005	0.999	0.692	1.035	2.255	3.814	Infant100	data
110970.231	111166.866	199.992	474.781	769.449	0.000	0.000	0.999	0.550	1.156	1.815	2.270	Infant100	data
111190.177	112003.459	816.548	393.631	873.076	0.000	0.000	0.999	0.721	0.855	1.271	4.732	Infant100	data
112026.742	112226.747	203.360	364.913	863.975	0.000	0.000	0.999	0.645	0.507	0.724	3.380	Infant100	data
112246.690	113163.235	919.894	377.606	904.237	0.000	0.000	0.999	0.882	1.341	1.785	4.405	Infant100	data
113236.572	114289.732	1056.522	860.718	455.883	0.000	0.000	0.999	0.494	0.558	1.501	2.805	Infant100	data
114313.058	114766.337	456.621	751.246	389.002	0.000	0.000	0.999	0.661	0.762	1.383	3.194	Infant100	data
114813.015	115016.370	206.608	420.375	831.024	0.000	0.000	0.999	0.578	0.511	0.899	3.303	Infant100	data
115039.661	116272.793	1236.476	371.713	845.100	0.000	0.000	0.999	0.677	0.791	1.560	3.851	Infant100	data
116292.822	117302.644	1013.182	364.288	881.507	0.000	0.000	0.999	0.651	0.672	1.323	4.173	Infant100	data
117359.307	122498.593	5142.557	869.958	424.971	0.000	0.132	0.999	1.221	4.268	7.658	6.521	Infant100	data
122505.214	122548.535	46.680	900.113	384.353	1.000	0.143	0.999	1.202	1.991	2.714	1.262	Infant100	data
122701.846	123608.413	909.915	870.380	397.739	1.000	0.209	0.999	1.534	5.770	6.529	5.389	Infant100	data
123655.034	123975.028	323.357	1384.528	278.849	1.000	0.247	0.999	0.684	0.948	1.930	2.467	Infant100	data
124005.049	125361.462	1359.757	1452.082	231.882	1.000	0.015	0.999	0.636	0.939	2.907	2.887	Infant100	data
125398.178	125521.469	126.649	906.718	492.405	0.000	0.184	0.999	3.097	15.751	8.147	6.672	Infant100	data
125534.791	125891.333	359.913	902.724	435.527	1.000	0.185	0.999	1.844	8.514	5.334	6.211	Infant100	data
125901.399	126417.972	519.930	908.125	478.878	0.000	0.000	0.999	0.992	2.041	3.213	3.611	Infant100	data
126471.275	126661.302	193.390	221.201	967.676	0.000	0.000	0.999	0.581	0.635	0.921	3.695	Infant100	data
126687.958	128177.725	1493.121	389.239	852.135	0.000	0.000	0.999	0.570	0.738	1.415	4.021	Infant100	data
128201.046	128387.684	190.003	366.200	898.570	0.000	0.000	0.999	0.585	0.605	1.214	2.834	Infant100	data
128411.007	128614.333	206.685	355.379	865.868	0.000	0.000	0.999	0.512	0.470	1.143	2.510	Infant100	data
128637.624	129127.635	493.291	366.283	900.946	0.000	0.000	0.999	0.450	0.360	0.908	3.360	Infant100	data
129187.561	129524.163	339.963	755.912	455.912	0.000	0.000	0.999	0.833	1.235	1.553	4.461	Infant100	data
129554.176	129864.131	313.318	855.537	472.978	0.000	0.000	0.999	0.520	0.523	1.067	2.715	Infant100	data
129900.756	130074.094	176.697	463.106	848.035	0.000	0.019	0.999	0.626	0.886	1.726	2.145	Infant100	data
130097.390	130420.785	326.660	377.297	908.535	0.000	0.000	0.999	0.467	0.405	0.981	2.470	Infant100	data
130457.399	130607.352	153.290	332.190	628.412	0.000	0.000	0.999	0.708	0.700	0.861	1.771	Infant100	data
130637.341	130810.692	176.708	296.138	318.615	0.000	0.000	0.999	0.356	0.214	0.788	0.761	Infant100	data
130840.703	131197.242	359.901	329.362	262.148	0.000	0.000	0.999	0.308	0.211	0.909	0.846	Infant100	data
131233.976	132127.122	896.502	323.623	827.900	0.000	0.000	0.999	0.499	0.522	1.147	3.582	Infant100	data
132147.166	133173.679	1029.869	364.604	873.803	0.000	0.000	0.999	0.662	0.832	1.664	3.830	Infant100	data
133223.630	134093.474	873.222	908.280	440.637	1.000	0.008	0.999	0.902	1.883	3.239	3.734	Infant100	data
134136.843	134326.843	193.359	404.450	911.507	0.000	0.000	0.999	0.643	0.463	1.025	3.288	Infant100	data
134350.133	136213.253	1866.471	369.576	864.211	0.000	0.000	0.999	0.591	0.765	1.310	4.662	Infant100	data
136239.901	137076.409	839.862	373.392	892.959	0.000	0.000	0.999	0.688	0.590	1.344	3.639	Infant100	data
137153.098	137479.740	330.004	803.282	418.229	1.000	0.000	0.999	0.597	0.697	1.131	2.322	Infant100	data
137499.670	138062.930	566.621	877.494	472.701	0.000	0.000	0.999	0.925	1.396	2.059	3.950	Infant100	data
138102.918	138272.914	173.336	421.574	280.299	0.000	0.000	0.999	0.590	0.691	0.888	2.230	Infant100	data
138296.297	138492.934	199.995	372.635	234.414	0.000	0.000	0.999	0.288	0.206	0.752	0.717	Infant100	data
138792.817	139012.855	223.419	372.584	686.942	1.000	0.000	0.999	0.447	0.435	0.911	2.208	Infant100	data
139032.793	139226.173	196.652	409.558	761.859	0.000	0.000	0.999	0.471	0.793	0.992	1.659	Infant100	data
139236.139	139392.797	160.016	418.604	814.066	0.000	0.000	0.999	0.571	0.625	0.936	2.480	Infant100	data
139402.761	140235.988	836.600	403.455	851.738	0.000	0.000	0.999	0.607	0.832	1.157	3.848	Infant100	data
140255.929	140475.972	223.405	402.639	885.780	0.000	0.000	0.999	0.721	0.609	1.173	2.290	Infant100	data
140549.319	140722.564	176.591	1303.024	913.633	0.000	0.000	0.999	1.046	1.761	2.186	3.462	Infant100	data
140749.201	141112.574	366.622	1439.976	874.987	0.000	0.009	0.999	0.920	2.166	2.982	3.619	Infant100	data
141159.170	141499.114	343.295	995.276	463.049	0.000	0.000	0.999	0.572	0.708	1.588	2.511	Infant100	data
141522.492	141785.760	266.620	929.384	472.190	0.000	0.000	0.999	0.727	0.893	2.209	2.556	Infant100	data
141832.450	142015.758	186.666	438.600	927.369	0.000	0.000	0.999	0.580	0.669	1.227	2.031	Infant100	data
142039.052	143018.893	983.174	374.805	899.159	0.000	0.000	0.999	0.708	1.026	1.442	3.778	Infant100	data
143075.557	143258.860	186.637	1280.165	906.887	0.000	0.000	0.999	0.957	1.637	2.404	2.832	Infant100	data
143282.245	143558.834	279.944	1386.725	834.166	0.000	0.060	0.999	1.506	3.661	2.831	4.470	Infant100	data
143575.517	144215.365	643.203	1471.206	839.924	1.000	0.031	0.999	1.183	2.340	2.401	3.309	Infant100	data
144222.090	144552.010	333.246	1468.367	870.081	1.000	0.000	0.999	0.868	1.840	2.020	3.550	Infant100	data
144588.709	145151.973	566.623	1062.375	511.861	0.000	0.029	0.999	0.995	1.987	2.979	3.906	Infant100	data
145175.265	146105.142	933.239	907.741	465.260	0.000	0.021	0.999	0.853	1.590	2.159	3.953	Infant100	data
146145.124	146218.465	76.703	337.286	894.843	0.000	0.000	0.999	0.567	2.270	1.618	2.677	Infant100	data
146238.512	146458.441	223.287	489.525	924.754	0.000	0.000	0.999	0.599	0.558	0.959	3.214	Infant100	data
146481.754	147045.008	566.598	397.334	919.062	0.000	0.000	0.999	0.858	0.724	0.958	3.728	Infant100	data
147058.313	149144.722	2089.753	363.934	865.649	0.000	0.000	0.999	0.824	1.719	2.043	5.535	Infant100	data
149184.716	150277.868	1096.484	880.343	495.524	0.000	0.012	0.999	1.142	2.987	4.441	4.266	Infant100	data
150314.570	150384.560	73.336	591.297	849.405	0.000	0.000	0.999	0.928	1.526	1.289	2.858	Infant100	data
150411.207	150567.865	160.019	394.586	970.980	0.000	0.000	0.999	0.706	0.709	1.065	2.208	Infant100	data
150594.518	151194.384	603.230	390.765	883.249	0.000	0.000	0.999	0.564	0.544	1.365	2.869	Infant100	data
151214.436	152187.648	976.569	377.898	849.809	0.000	0.000	0.999	0.823	1.105	1.518	4.477	Infant100	data
152224.267	153114.165	893.256	372.729	884.792	0.000	0.000	0.999	0.820	0.977	1.464	4.321	Infant100	data
153170.824	154170.688	1003.221	898.221	440.931	0.000	0.047	0.999	0.947	2.266	2.915	3.944	Infant100	data
154507.296	155060.586	556.547	360.586	868.653	0.000	0.000	0.999	0.780	0.894	1.630	3.216	Infant100	data
155077.166	156303.681	1229.857	367.358	836.384	0.000	0.000	0.999	0.743	0.764	1.636	4.738	Infant100	data
156323.710	157276.872	956.523	375.942	881.411	0.000	0.003	0.999	0.775	0.920	1.886	4.171	Infant100	data
157323.572	158063.421	743.207	868.382	457.909	0.000	0.117	0.999	0.985	1.820	2.385	3.978	Infant100	data
158100.137	158300.052	203.252	417.157	883.017	0.000	0.000	0.999	0.799	1.175	1.815	3.532	Infant100	data
158326.702	158789.943	466.610	370.690	888.092	0.000	0.000	0.999	0.872	1.014	1.569	3.555	Infant100	data
158836.631	159019.948	186.672	419.554	346.674	0.000	0.000	0.999	0.386	0.303	1.053	0.925	Infant100	data
159046.596	159326.564	283.308	385.753	260.370	0.000	0.000	0.999	0.382	0.268	0.954	0.958	Infant100	data
159349.935	160269.761	923.171	358.993	176.508	0.000	0.000	0.999	0.377	0.382	1.320	1.655	Infant100	data
160293.145	160983.058	693.185	371.036	242.184	0.000	0.000	0.999	0.383	0.340	1.226	1.253	Infant100	data
161023.033	161256.284	236.610	882.282	634.836	0.000	0.028	0.999	1.753	4.874	3.422	5.736	Infant100	data
161282.930	161739.586	460.017	931.720	423.798	1.000	0.043	0.999	1.241	3.403	5.349	4.234	Infant100	data
161772.873	161946.187	176.675	1425.399	808.580	1.000	0.019	0.999	1.092	2.097	2.134	4.176	Infant100	data
161972.841	162489.512	519.918	1467.043	873.383	0.000	0.006	0.999	0.861	1.405	3.038	3.888	Infant100	data
162502.837	162609.443	109.965	1479.491	906.545	0.000	0.000	0.999	0.821	0.678	0.915	3.146	Infant100	data
163239.305	163472.689	236.642	1180.246	1224.115	0.000	0.000	0.999	0.672	1.182	2.151	2.938	Infant100	data
163512.665	163802.578	293.271	1251.661	403.710	0.000	0.045	0.999	1.171	4.877	4.038	4.872	Infant100	data
163835.948	164095.868	263.265	819.112	541.983	0.000	0.114	0.999	2.127	7.476	3.197	8.867	Infant100	data
164122.499	164299.204	180.066	424.031	865.400	0.000	0.000	0.999	0.533	0.795	1.364	2.404	Infant100	data
164319.137	165025.741	709.951	369.770	878.372	0.000	0.000	0.999	0.666	0.826	1.565	3.334	Infant100	data
